sku_id,name,barcode,brand,flavour,size,containerType,packagingSize,height,width,depth,thumbnail_url,status
sku_0001,Barny Chocolate Sponge Bears 125g,7622201416140,Barny,Chocolate,125 g,Box,1,,,,https://storage.googleapis.com/zia-web-public/jobs/ai-engineer-june-2026/thumbs/sku_0001.jpg,ONBOARDED
sku_0002,Barny Milk Sponge Bears 125g,7622201416119,Barny,Milk,125 g,Box,1,,,,https://storage.googleapis.com/zia-web-public/jobs/ai-engineer-june-2026/thumbs/sku_0002.jpg,ONBOARDED
sku_0003,Bassetts Murray Mints 193g,7622210464477,Bassetts,Mint,193 g,Bag,1,,,,https://storage.googleapis.com/zia-web-public/jobs/ai-engineer-june-2026/thumbs/sku_0003.jpg,ONBOARDED
sku_0004,MAYNARDS BASSETTS SHERBET LEMONS 192G,5023274043189,Bassetts,Lemon,192 g,Bag,1,,,,https://storage.googleapis.com/zia-web-public/jobs/ai-engineer-june-2026/thumbs/sku_0004.jpg,ONBOARDED
sku_0005,BEL 540G HONEY NUT 5CA,7622202019135,Belvita,Honey & Nut,540 g,Box,1,,,,https://storage.googleapis.com/zia-web-public/jobs/ai-engineer-june-2026/thumbs/sku_0005.jpg,ONBOARDED
sku_0006,Belvita Breakfast 5 Pack Honey & Nuts 225g,7622202019265,Belvita,Honey & Nuts,225 g,Box,1,,,,https://storage.googleapis.com/zia-web-public/jobs/ai-engineer-june-2026/thumbs/sku_0006.jpg,ONBOARDED
sku_0007,BELVITA BREAKFAST COCOA CHOC CHIP  225G 7658910,7622210740427,Belvita,Cocoa,225 g,Box,1,,,,https://storage.googleapis.com/zia-web-public/jobs/ai-engineer-june-2026/thumbs/sku_0007.jpg,ONBOARDED
sku_0008,Belvita Choc Chip Reduced Sugar 225g,7622210689382,Belvita,"Chocolate Chips, Less Sugar",225 g,Box,1,,,,https://storage.googleapis.com/zia-web-public/jobs/ai-engineer-june-2026/thumbs/sku_0008.jpg,ONBOARDED
sku_0009,BELVITA COOKIES HONEY & NUT 50G 8201053,7622202019166,Belvita,Honey & Nut,50 g,Bag,1,,,,https://storage.googleapis.com/zia-web-public/jobs/ai-engineer-june-2026/thumbs/sku_0009.jpg,ONBOARDED
sku_0010,Belvita Cookies Milk & Cereal 225g,7622202018701,Belvita,Milk & Cereal,225 g,Box,1,,,,https://storage.googleapis.com/zia-web-public/jobs/ai-engineer-june-2026/thumbs/sku_0010.jpg,ONBOARDED
sku_0011,Belvita Duo Crunch Strawberry 253g,7622210020130,Belvita,Strawberry Yogurt,253 g,Box,1,,,,https://storage.googleapis.com/zia-web-public/jobs/ai-engineer-june-2026/thumbs/sku_0011.jpg,ONBOARDED
sku_0012,BELVITA DUO STRAWBERRY YOGURT BISCUIT 50.6G,7622210296085,Belvita,Strawberry & Yogurt,50.6 g,Bag,1,,,,https://storage.googleapis.com/zia-web-public/jobs/ai-engineer-june-2026/thumbs/sku_0012.jpg,ONBOARDED
sku_0013,BELVITA GOLDEN OAT COOKIE 225G 8206040,7622210740458,Belvita,Golden oats,225 g,Box,1,,,,https://storage.googleapis.com/zia-web-public/jobs/ai-engineer-june-2026/thumbs/sku_0013.jpg,ONBOARDED
sku_0014,Belvita Live Yogurt Crunch 253g,7622300624859,Belvita,Yogurt Crunch,253 g,Box,1,,,,https://storage.googleapis.com/zia-web-public/jobs/ai-engineer-june-2026/thumbs/sku_0014.jpg,ONBOARDED
sku_0015,Belvita Milk and Cereal 540g,7622202018671,Belvita,Milk & Cereal,540 g,Box,1,,,,https://storage.googleapis.com/zia-web-public/jobs/ai-engineer-june-2026/thumbs/sku_0015.jpg,ONBOARDED
sku_0016,Belvita Soft Bake Apricot 5pk 250g,7622201447472,Belvita,Apricot,250 g,Box,1,,,,https://storage.googleapis.com/zia-web-public/jobs/ai-engineer-june-2026/thumbs/sku_0016.jpg,ONBOARDED
sku_0017,Belvita Soft Bake Blueberry 250g,7622201766375,Belvita,Blueberry,250 g,Box,1,,,,https://storage.googleapis.com/zia-web-public/jobs/ai-engineer-june-2026/thumbs/sku_0017.jpg,ONBOARDED
sku_0018,Belvita Soft Bake Choc Chip 250g,7622202232633,Belvita,Choc Chip,250 g,Box,1,,,,https://storage.googleapis.com/zia-web-public/jobs/ai-engineer-june-2026/thumbs/sku_0018.jpg,ONBOARDED
sku_0019,BELVITA SOFT BAKE CHOC CHIP 50G 8202225,7622202233166,Belvita,Choc Chips,50 g,Bag,1,,,,https://storage.googleapis.com/zia-web-public/jobs/ai-engineer-june-2026/thumbs/sku_0019.jpg,ONBOARDED
sku_0020,Belvita Soft Bake Choco Hazelnut 250g,7622202230998,Belvita,Choco Hazelnut,250 g,Box,1,,,,https://storage.googleapis.com/zia-web-public/jobs/ai-engineer-june-2026/thumbs/sku_0020.jpg,ONBOARDED
sku_0021,Belvita Soft Bake Red Berries 250g,7622201766344,Belvita,Red Berries,250 g,Box,1,,,,https://storage.googleapis.com/zia-web-public/jobs/ai-engineer-june-2026/thumbs/sku_0021.jpg,ONBOARDED
sku_0022,BELVITA SOFT BAKES GOLDEN GRAIN 250G 8160335,7622201766405,Belvita,Golden oats,250 g,Box,1,,,,https://storage.googleapis.com/zia-web-public/jobs/ai-engineer-june-2026/thumbs/sku_0022.jpg,ONBOARDED
sku_0023,Belvita Soft Bake Strawberry 250g,7622210695406,Belvita,Strawberry,250 g,Box,1,,,,https://storage.googleapis.com/zia-web-public/jobs/ai-engineer-june-2026/thumbs/sku_0023.jpg,ONBOARDED
sku_0024,Bitsa Wispa 185.5g,7622201746445,Bitsa Wispa,Milk chocolate,185.5 g,Bag,1,,,,https://storage.googleapis.com/zia-web-public/jobs/ai-engineer-june-2026/thumbs/sku_0024.jpg,ONBOARDED
sku_0025,Bitsa Wispa Bag 100g,7622202264481,Bitsa Wispa,Milk chocolate,100 g,Bag,1,,,,https://storage.googleapis.com/zia-web-public/jobs/ai-engineer-june-2026/thumbs/sku_0025.jpg,ONBOARDED
sku_0026,CADBURY BITSA WISPA BAG 85G,7622202210563,Bitsa Wispa,Milk chocolate,85 g,Bag,1,,,,https://storage.googleapis.com/zia-web-public/jobs/ai-engineer-june-2026/thumbs/sku_0026.jpg,ONBOARDED
sku_0027,Brunch Bar Bournville 5 pack 140g,7622202219245,Bournville Brunch,Choc Chip,140 g,Box,1,,,,https://storage.googleapis.com/zia-web-public/jobs/ai-engineer-june-2026/thumbs/sku_0027.jpg,ONBOARDED
sku_0028,Cadbury Brunch Light Oat & Honey 5pk 130g,7622202029394,Brunch Light,"Oat & Honey, Light",130 g,Box,1,,,,https://storage.googleapis.com/zia-web-public/jobs/ai-engineer-june-2026/thumbs/sku_0028.jpg,ONBOARDED
sku_0029,Cadbury Brunch Light Orange 5pk 130g,7622202030192,Brunch Light,"Orange, Light",130 g,Box,1,,,,https://storage.googleapis.com/zia-web-public/jobs/ai-engineer-june-2026/thumbs/sku_0029.jpg,ONBOARDED
sku_0030,Boost 4 Pack 148g,7622201460822,Cadbury,"Milk chocolate, Caramel",148 g,Bag,1,,,,https://storage.googleapis.com/zia-web-public/jobs/ai-engineer-june-2026/thumbs/sku_0030.jpg,ONBOARDED
sku_0031,Bournville 180g,7622210249661,Cadbury,Dark chocolate,180 g,Bag,1,,,,https://storage.googleapis.com/zia-web-public/jobs/ai-engineer-june-2026/thumbs/sku_0031.jpg,ONBOARDED
sku_0032,Bournville Giant Buttons 100g,7622202258213,Cadbury,Milk chocolate,100 g,Bag,1,,,,https://storage.googleapis.com/zia-web-public/jobs/ai-engineer-june-2026/thumbs/sku_0032.jpg,ONBOARDED
sku_0033,CAD 110G 5PK FUDGE 20CA MERLIN,7622201436001,Cadbury,"Milk chocolate, Fudge",110 g,Bag,1,,,,https://storage.googleapis.com/zia-web-public/jobs/ai-engineer-june-2026/thumbs/sku_0033.jpg,ONBOARDED
sku_0034,CAD 120G OREO WHITE 17CA,7622201121037,Cadbury,Oreo,120 g,Bag,1,,,,https://storage.googleapis.com/zia-web-public/jobs/ai-engineer-june-2026/thumbs/sku_0034.jpg,ONBOARDED
sku_0035,CAD 156G CRUNCHY MELTS CHOC 12CA,7622210764744,Cadbury,Crunchy cookies,156 g,Bag,1,,,,https://storage.googleapis.com/zia-web-public/jobs/ai-engineer-june-2026/thumbs/sku_0035.jpg,ONBOARDED
sku_0036,CAD 207G FAM TSIZE 14CA,7622202204173,Cadbury,Treatsize,207 g,Bag,1,,,,https://storage.googleapis.com/zia-web-public/jobs/ai-engineer-june-2026/thumbs/sku_0036.jpg,ONBOARDED
sku_0037,CAD 28G INSTANTS STICK PACK 30CA,96033180,Cadbury,Chocolate,28 g,Bag,1,,,,https://storage.googleapis.com/zia-web-public/jobs/ai-engineer-june-2026/thumbs/sku_0037.jpg,ONBOARDED
sku_0038,CAD 48G PICNIC 36CA,5000312002131,Cadbury,Milk chocolate,48 g,Bag,1,,,,https://storage.googleapis.com/zia-web-public/jobs/ai-engineer-june-2026/thumbs/sku_0038.jpg,ONBOARDED
sku_0039,CAD 54.5g DOUBLE DECKER 48CA,7622210106421,Cadbury,"Cereal, Nougat",54.5 g,Bar,1,,,,https://storage.googleapis.com/zia-web-public/jobs/ai-engineer-june-2026/thumbs/sku_0039.jpg,ONBOARDED
sku_0040,CAD 74.6G DUO DBLE DECKER 32CA,7622201439095,Cadbury,"Cereal, Nougat",74.6 g,Bar,1,,,,https://storage.googleapis.com/zia-web-public/jobs/ai-engineer-june-2026/thumbs/sku_0040.jpg,ONBOARDED
sku_0041,CAD 78G MLK TRAY 22CA,7622201726003,Cadbury,Milk chocolate,78 g,Box,1,,,,https://storage.googleapis.com/zia-web-public/jobs/ai-engineer-june-2026/thumbs/sku_0041.jpg,ONBOARDED
sku_0042,CADBURY 216G 12PK TIMEOUT 13CA 8207669,7622202218811,Cadbury,Milk chocolate,216 g,Bag,1,,,,https://storage.googleapis.com/zia-web-public/jobs/ai-engineer-june-2026/thumbs/sku_0042.jpg,ONBOARDED
sku_0043,CADBURY BOOST 48.5G 48CA,5034660522782,Cadbury,"Milk chocolate, Caramel",48.5 g,Bar,1,,,,https://storage.googleapis.com/zia-web-public/jobs/ai-engineer-june-2026/thumbs/sku_0043.jpg,ONBOARDED
sku_0044,Cadbury Boost Duo 63g,7622201460792,Cadbury,"Milk chocolate, Caramel",63 g,Bar,1,,,,https://storage.googleapis.com/zia-web-public/jobs/ai-engineer-june-2026/thumbs/sku_0044.jpg,ONBOARDED
sku_0045,Cadbury Caramilk 160g,7622201641382,Cadbury,Golden caramel chocolate,160 g,Bag,1,,,,https://storage.googleapis.com/zia-web-public/jobs/ai-engineer-june-2026/thumbs/sku_0045.jpg,ONBOARDED
sku_0046,Cadbury Caramilk Buttons 100g,7622202258589,Cadbury,Golden caramel chocolate,100 g,Bag,1,,,,https://storage.googleapis.com/zia-web-public/jobs/ai-engineer-june-2026/thumbs/sku_0046.jpg,ONBOARDED
sku_0047,CADBURY CARAMILK CRISP 85G 8174880,7622201388775,Cadbury,"Golden caramel chocolate, Crisped rice",85 g,Bag,1,,,,https://storage.googleapis.com/zia-web-public/jobs/ai-engineer-june-2026/thumbs/sku_0047.jpg,ONBOARDED
sku_0048,Cadbury Chocolate Bars Variety Pack,7622202265983,Cadbury,"Value Pack, Wispa, Crunchie, Boost",347.2 g,Bag,1,,,,https://storage.googleapis.com/zia-web-public/jobs/ai-engineer-june-2026/thumbs/sku_0048.jpg,ONBOARDED
sku_0049,CADBURY CRUNCHIE 7PK 182.7G,7622202229190,Cadbury,Milk chocolate,182.7 g,Bag,1,,,,https://storage.googleapis.com/zia-web-public/jobs/ai-engineer-june-2026/thumbs/sku_0049.jpg,ONBOARDED
sku_0050,CADBURY CRUNCHIE 9 PACK 235G,7622210989482,Cadbury,Milk chocolate,235 g,Bag,1,,,,https://storage.googleapis.com/zia-web-public/jobs/ai-engineer-june-2026/thumbs/sku_0050.jpg,ONBOARDED
sku_0051,CADBURY CURLYWURLY 21.5G,7622201143480,Cadbury,"Milk chocolate, Caramel",21.5 g,Bag,1,,,,https://storage.googleapis.com/zia-web-public/jobs/ai-engineer-june-2026/thumbs/sku_0051.jpg,ONBOARDED
sku_0052,CADBURY CURLY WURLY MULTIPACK 5PK 8152396,7622201427252,Cadbury,"Milk chocolate, Caramel",107.5 g,Bag,1,,,,https://storage.googleapis.com/zia-web-public/jobs/ai-engineer-june-2026/thumbs/sku_0052.jpg,ONBOARDED
sku_0053,CADBURY CURLY WURLY SQUIRLIES 100G 7857478,7622202259463,Cadbury,"Milk chocolate, Caramel",100 g,Bag,1,,,,https://storage.googleapis.com/zia-web-public/jobs/ai-engineer-june-2026/thumbs/sku_0053.jpg,ONBOARDED
sku_0054,CADBURY DARK MILK 90G 7958457,7622201700294,Cadbury,Dark milk,90 g,Bar,1,,,,https://storage.googleapis.com/zia-web-public/jobs/ai-engineer-june-2026/thumbs/sku_0054.jpg,ONBOARDED
sku_0055,Cadbury Darkmilk Giant Buttons 100g,7622202258398,Cadbury,Darkmilk,100 g,Bag,1,,,,https://storage.googleapis.com/zia-web-public/jobs/ai-engineer-june-2026/thumbs/sku_0055.jpg,ONBOARDED
sku_0056,Cadbury Delights Hazelnut 110g,7622201729080,Cadbury,Hazelnut,110 g,Box,1,,,,https://storage.googleapis.com/zia-web-public/jobs/ai-engineer-june-2026/thumbs/sku_0056.jpg,ONBOARDED
sku_0057,Cadbury Delights Orange 110g,7622201700430,Cadbury,Orange & Caramel,110 g,Box,1,,,,https://storage.googleapis.com/zia-web-public/jobs/ai-engineer-june-2026/thumbs/sku_0057.jpg,ONBOARDED
sku_0058,Cadbury Delights Salted Caramel 110g,7622201700416,Cadbury,Salted Caramel,110 g,Box,1,,,,https://storage.googleapis.com/zia-web-public/jobs/ai-engineer-june-2026/thumbs/sku_0058.jpg,ONBOARDED
sku_0059,CADBURY DOUBLE DECKER 4 BARS 174.8G,7622201439194,Cadbury,"Cereal, Nougat",174.8 g,Bag,1,,,,https://storage.googleapis.com/zia-web-public/jobs/ai-engineer-june-2026/thumbs/sku_0059.jpg,ONBOARDED
sku_0060,Cadbury Double Decker 7 pack 261.1g,7622202038815,Cadbury,"Cereal, Nougat",261.1 g,Bag,1,,,,https://storage.googleapis.com/zia-web-public/jobs/ai-engineer-june-2026/thumbs/sku_0060.jpg,ONBOARDED
sku_0061,Cadbury Fingers 114g,072417161575,Cadbury,Milk chocolate,114 g,Bag,1,,,,https://storage.googleapis.com/zia-web-public/jobs/ai-engineer-june-2026/thumbs/sku_0061.jpg,ONBOARDED
sku_0062,CADBURY FLAKE 99 14S 114G,7622201150785,Cadbury,Chocolate,114 g,Bag,1,,,,https://storage.googleapis.com/zia-web-public/jobs/ai-engineer-june-2026/thumbs/sku_0062.jpg,ONBOARDED
sku_0063,CADBURY FREDDO CARAMEL MULTIPACK 5PK 8152238,7622210295767,Cadbury,Caramel,94.5 g,Bar,1,,,,https://storage.googleapis.com/zia-web-public/jobs/ai-engineer-june-2026/thumbs/sku_0063.jpg,ONBOARDED
sku_0064,CADBURY FRUITIER & NUTTIER BAR 40G,7622202223020,Cadbury,Fruits and Nuts,40 g,Bag,1,,,,https://storage.googleapis.com/zia-web-public/jobs/ai-engineer-june-2026/thumbs/sku_0064.jpg,ONBOARDED
sku_0065,CADBURY FUDGE MINIS 100G,7622202258299,Cadbury,"Milk chocolate, Fudge",100 g,Bag,1,,,,https://storage.googleapis.com/zia-web-public/jobs/ai-engineer-june-2026/thumbs/sku_0065.jpg,ONBOARDED
sku_0066,CADBURY GIANT BUTTONS POUCH 85G,7622202212369,Cadbury,Milk chocolate,85 g,Bag,1,,,,https://storage.googleapis.com/zia-web-public/jobs/ai-engineer-june-2026/thumbs/sku_0066.jpg,ONBOARDED
sku_0067,Cadbury Heroes Tub 550g,7622201734848,Cadbury,Heroes,550 g,Box,1,,,,https://storage.googleapis.com/zia-web-public/jobs/ai-engineer-june-2026/thumbs/sku_0067.jpg,ONBOARDED
sku_0068,Cadbury Highlights Milk Choc 180g,7622202023804,Cadbury,Milk Choc,180 g,Jar,1,,,,https://storage.googleapis.com/zia-web-public/jobs/ai-engineer-june-2026/thumbs/sku_0068.jpg,ONBOARDED
sku_0069,Cadbury Instant Hot Chocolate 300g,7622201747558,Cadbury,Chocolate,300 g,Jar,1,,,,https://storage.googleapis.com/zia-web-public/jobs/ai-engineer-june-2026/thumbs/sku_0069.jpg,ONBOARDED
sku_0070,CADBURY MEGA BUTTONS CHOC BAG 192G 8161951,7622201517939,Cadbury,Milk chocolate,192 g,Bag,1,,,,https://storage.googleapis.com/zia-web-public/jobs/ai-engineer-june-2026/thumbs/sku_0070.jpg,ONBOARDED
sku_0071,Cadbury Milk Tray 530g,7622201726065,Cadbury,Milk,530 g,Box,1,,,,https://storage.googleapis.com/zia-web-public/jobs/ai-engineer-june-2026/thumbs/sku_0071.jpg,ONBOARDED
sku_0072,Cadbury Mini Animals Biscuits 99.5g,7622202050749,Cadbury,"Biscuit, Milk chocolate",99.5 g,Bar,1,,,,https://storage.googleapis.com/zia-web-public/jobs/ai-engineer-june-2026/thumbs/sku_0072.jpg,ONBOARDED
sku_0073,Cadbury Mini Fingers 96.5g,7622202050763,Cadbury,Milk chocolate,95.5 g,Bar,1,,,,https://storage.googleapis.com/zia-web-public/jobs/ai-engineer-june-2026/thumbs/sku_0073.jpg,ONBOARDED
sku_0074,Cadbury Nibbly Fingers 125g,7622210817532,Cadbury,"Crisp biscuit, Milk chocolate",125 g,Bag,1,,,,https://storage.googleapis.com/zia-web-public/jobs/ai-engineer-june-2026/thumbs/sku_0074.jpg,ONBOARDED
sku_0075,CADBURY PLANT BAR 90G 8096082,7622201498795,Cadbury,Almonds,90 g,Bar,1,,,,https://storage.googleapis.com/zia-web-public/jobs/ai-engineer-june-2026/thumbs/sku_0075.jpg,ONBOARDED
sku_0076,CADBURY SALTED CARAMEL FINGERS 114G 8154400,7622201765804,Cadbury,Salted caramel,114 g,Bag,1,,,,https://storage.googleapis.com/zia-web-public/jobs/ai-engineer-june-2026/thumbs/sku_0076.jpg,ONBOARDED
sku_0077,CADBURYS DRINKING CHOC 250G,5034660021537,Cadbury,Chocolate,250 g,Bag,1,,,,https://storage.googleapis.com/zia-web-public/jobs/ai-engineer-june-2026/thumbs/sku_0077.jpg,ONBOARDED
sku_0078,CADBURY'S FLAKE SINGLE BAR,50201013,Cadbury,Chocolate,32 g,Bag,1,,,,https://storage.googleapis.com/zia-web-public/jobs/ai-engineer-june-2026/thumbs/sku_0078.jpg,ONBOARDED
sku_0079,Cadbury’s Heroes 270g,7622202274725,Cadbury,Heroes,270 g,Bag,1,,,,https://storage.googleapis.com/zia-web-public/jobs/ai-engineer-june-2026/thumbs/sku_0079.jpg,ONBOARDED
sku_0080,Cadbury Snack Shortcake 6 Pack 120g,7622210809025,Cadbury,Milk chocolate,120 g,Bag,1,,,,https://storage.googleapis.com/zia-web-public/jobs/ai-engineer-june-2026/thumbs/sku_0080.jpg,ONBOARDED
sku_0081,Cadbury Starbar Duo 74g,7622201746742,Cadbury,"Milk chocolate, Caramel",74 g,Bar,1,,,,https://storage.googleapis.com/zia-web-public/jobs/ai-engineer-june-2026/thumbs/sku_0081.jpg,ONBOARDED
sku_0082,CADBURY TIME OUT ROUNDIE 150G 8175005,7622201384487,Cadbury,Milk chocolate,150 g,Bag,1,,,,https://storage.googleapis.com/zia-web-public/jobs/ai-engineer-june-2026/thumbs/sku_0082.jpg,ONBOARDED
sku_0083,Cadbury Top Deck bar 110g,7622202027734,Cadbury,"Milk chocolate, White chocolate",110 g,Bag,1,,,,https://storage.googleapis.com/zia-web-public/jobs/ai-engineer-june-2026/thumbs/sku_0083.jpg,ONBOARDED
sku_0084,CADBURY TREATSIZE 12PK 223G,7622202248306,Cadbury,Treatsize,223 g,Bag,1,,,,https://storage.googleapis.com/zia-web-public/jobs/ai-engineer-june-2026/thumbs/sku_0084.jpg,ONBOARDED
sku_0085,Cadbury White Buttons 100g,7622202258121,Cadbury,White chocolate,100 g,Bag,1,,,,https://storage.googleapis.com/zia-web-public/jobs/ai-engineer-june-2026/thumbs/sku_0085.jpg,ONBOARDED
sku_0086,CADBURY WHITE CHOCOLATE 180G 8028603,7622202311154,Cadbury,White Chocolate,180 g,Bag,1,,,,https://storage.googleapis.com/zia-web-public/jobs/ai-engineer-june-2026/thumbs/sku_0086.jpg,ONBOARDED
sku_0087,Cadbury White Chocolate Fingers 114g,7622201450335,Cadbury,White chocolate,114 g,Bag,1,,,,https://storage.googleapis.com/zia-web-public/jobs/ai-engineer-june-2026/thumbs/sku_0087.jpg,ONBOARDED
sku_0088,CADBURY WHITE MEGA BUTTONS 192G,7622201394301,Cadbury,White chocolate,192 g,Bag,1,,,,https://storage.googleapis.com/zia-web-public/jobs/ai-engineer-june-2026/thumbs/sku_0088.jpg,ONBOARDED
sku_0089,Cadbury Wispa 7 pack 165.9g,7622202039102,Cadbury,Milk chocolate,165.9 g,Bag,1,,,,https://storage.googleapis.com/zia-web-public/jobs/ai-engineer-june-2026/thumbs/sku_0089.jpg,ONBOARDED
sku_0090,Cadbury Wispa Duo 47.4g,7622201461232,Cadbury,Milk chocolate,47.4 g,Bag,1,,,,https://storage.googleapis.com/zia-web-public/jobs/ai-engineer-june-2026/thumbs/sku_0090.jpg,ONBOARDED
sku_0091,CAD SGL FUDGE 22G 60CA,57030609,Cadbury,"Milk chocolate, Fudge",22 g,Bag,1,,,,https://storage.googleapis.com/zia-web-public/jobs/ai-engineer-june-2026/thumbs/sku_0091.jpg,ONBOARDED
sku_0092,CARAMILK BLOCK 90G 8082244,7622201800475,Cadbury,Golden caramel chocolate,90 g,Bar,1,,,,https://storage.googleapis.com/zia-web-public/jobs/ai-engineer-june-2026/thumbs/sku_0092.jpg,ONBOARDED
sku_0093,CHOCO SANDWICH 260G,7622210830883,Cadbury,Chocolate,260 g,Bar,1,,,,https://storage.googleapis.com/zia-web-public/jobs/ai-engineer-june-2026/thumbs/sku_0093.jpg,ONBOARDED
sku_0094,Crunchie 40g,5000201468611,Cadbury,Milk chocolate,40 g,Bag,1,,,,https://storage.googleapis.com/zia-web-public/jobs/ai-engineer-june-2026/thumbs/sku_0094.jpg,ONBOARDED
sku_0095,Crunchie 4 Pack 128g,7622210255396,Cadbury,Milk chocolate,128 g,Bag,1,,,,https://storage.googleapis.com/zia-web-public/jobs/ai-engineer-june-2026/thumbs/sku_0095.jpg,ONBOARDED
sku_0096,Crunchie Bits 180g,7622201148973,Cadbury,Milk chocolate,180 g,Bag,1,,,,https://storage.googleapis.com/zia-web-public/jobs/ai-engineer-june-2026/thumbs/sku_0096.jpg,ONBOARDED
sku_0097,Crunchie Rocks 100g,7622202257964,Cadbury,"Milk chocolate, Crunchy honeycomb",100 g,Bag,1,,,,https://storage.googleapis.com/zia-web-public/jobs/ai-engineer-june-2026/thumbs/sku_0097.jpg,ONBOARDED
sku_0098,Curly Wurly 4 pack 86g,7622202256769,Cadbury,"Milk chocolate, Caramel",86 g,Bar,1,,,,https://storage.googleapis.com/zia-web-public/jobs/ai-engineer-june-2026/thumbs/sku_0098.jpg,ONBOARDED
sku_0099,DAIM 200G MINI STANDUP POUCH 18CA,7622210303646,Cadbury,"Milk chocolate, Almond caramel",200 g,Bag,1,,,,https://storage.googleapis.com/zia-web-public/jobs/ai-engineer-june-2026/thumbs/sku_0099.jpg,ONBOARDED
sku_0100,Daim 3 Pack 84g,7622300476236,Cadbury,"Milk chocolate, Almond caramel",84 g,Bar,1,,,,https://storage.googleapis.com/zia-web-public/jobs/ai-engineer-june-2026/thumbs/sku_0100.jpg,ONBOARDED
sku_0101,Drinking Chocolate 500g,5034660021582,Cadbury,Chocolate,500 g,Cylinder,1,,,,https://storage.googleapis.com/zia-web-public/jobs/ai-engineer-june-2026/thumbs/sku_0101.jpg,ONBOARDED
sku_0102,Eclairs 130g,7622210117779,Cadbury,"Caramels, Milk chocolate",130 g,Bag,1,,,,https://storage.googleapis.com/zia-web-public/jobs/ai-engineer-june-2026/thumbs/sku_0102.jpg,ONBOARDED
sku_0103,Flake 4 Pack 102g,5034660520245,Cadbury,Chocolate,102 g,Bag,1,,,,https://storage.googleapis.com/zia-web-public/jobs/ai-engineer-june-2026/thumbs/sku_0103.jpg,ONBOARDED
sku_0104,Fudge 4 pack 88g,7622202256783,Cadbury,"Milk chocolate, Fudge",88 g,Bar,1,,,,https://storage.googleapis.com/zia-web-public/jobs/ai-engineer-june-2026/thumbs/sku_0104.jpg,ONBOARDED
sku_0105,Heroes Carton 290g,7622210959874,Cadbury,Heroes,290 g,Bag,1,,,,https://storage.googleapis.com/zia-web-public/jobs/ai-engineer-june-2026/thumbs/sku_0105.jpg,ONBOARDED
sku_0106,Highlights Chocolate Stick Pack 11g,96033197,Cadbury,Milk Choc,11 g,Bag,1,,,,https://storage.googleapis.com/zia-web-public/jobs/ai-engineer-june-2026/thumbs/sku_0106.jpg,ONBOARDED
sku_0107,Milk Tray 340g,7622201725976,Cadbury,Milk,340 g,Box,1,,,,https://storage.googleapis.com/zia-web-public/jobs/ai-engineer-june-2026/thumbs/sku_0107.jpg,ONBOARDED
